,company_name,position_name,language,education,experience,responsibility,personality
286,DAF Trucks,Business Analyst,English,Master degree in Business Science/Economics or similar education and level,"At least 5 years of experience in IT with (re)design of business processes and systems, in After Sales Environment in an automotive or comparable Technical Asset Production company",Unknown,"Strong analytical skills; Ability to analyze complex processes and provide alternatives and solutions; Strong organizational, interpersonal & communication skills; Ability to motivate team members & support decision making; Hands-on; Able to act at all levels of the organization"
287,DAF Trucks,ICT Security Specialist,Dutch,HBO work and thinking level,Minimum 5 years of experience in ICT Security,"Operational management of security systems (Windows Active Directory and Windows systems, Azure, AWS, Office365, SIEM, Firewalls, Vulnerability Management, Certificate Management, Anti-Virus, Proxy, Multifactor Authentication, etc.); Security incident response and monitoring; Willingness to travel if needed; Performing stand-by duties","Flexible; Eager to learn and work with new, advanced technologies; Customer-oriented; Collegial; Proactive; Analytical; Strong communication skills"
288,DAF Trucks,Unknown,Dutch,HBO work and thinking level in ICT,Minimum 3 years of experience in a similar function,Operational management of Linux environments,Unknown
289,DAF Trucks,Business Rules Engineer & Tester,Dutch,"Completed WO degree (e.g., Econometrics or Business Analytics)",Unknown,Unknown,Hands-on; Result-oriented; Team player; Excellent communication skills; Specialist in machine learning & databases; Proficient in Python
290,Our client is a leading company in transport solutions,IT Project Manager,Dutch,"Master's degree in Information Technology, Technical Business Administration, or Manufacturing/Industrial Engineering; Project management certification is a plus","Minimum 5 years of experience as an IT project manager in complex, multidisciplinary projects; Several years of experience in IT-related software development projects; Preferably recent experience in the automotive and/or transport sector",Unknown,Unknown
291,DAF Trucks,Unknown,Dutch,"Master's degree in Information Technology, Technical Business Administration, or Manufacturing/Industrial Engineering; Project management training is a plus.","Minimum 5 years of experience as a project manager in complex, multidisciplinary projects; Several years of work experience in IT-related development projects is preferred.",Unknown,"Enthusiastic, results-oriented, proactive, excellent communication skills, analytical, structured approach, initiative, team-building skills, planning and organizational skills, strong stakeholder management capabilities, results-oriented, customer-focused, persuasive, decisive."
292,DAF Trucks,Project Manager/Coordinator or Business Analyst,English,Unknown,5-10 years of relevant experience; completion of at least two larger projects; Minimum medior-Senior level.,"Working closely with other IT departments (SecOps, NetOps, Software Development) in Eindhoven and Seattle; Coordinating team work on the DevOps board; Aligning with other tracks in the project (with DAF EU and PACCAR NA and with suppliers); Translating architecture into Functional Designs to steer the team.","Independent, proactive, initiative, analytical, team player."
293,DAF Trucks N.V.,Unknown,English,"Bachelor's degree in Computer Science, Information Technology, or a related field. Master's degree in a relevant discipline is a plus.","Experience in software development, with at least 5 years in a solution architecture role. Experience in designing and implementing enterprise-level solutions is highly desirable.",Unknown,Unknown
294,Knab,Unknown,English,Unknown,"Experience in development of (new) propositions in a regulated environment (from customer research to regulatory, risk and compliance topics, and everything in between).",Unknown,"Inspiring leader, enjoys sharing knowledge, data-driven, customer-focused, collaborative, determined to set and achieve goals, high degree of responsibility and organizational sensitivity, pragmatic, hands-on mentality."
295,AEGON N.V.,Project Manager,Dutch,Unknown,"Demonstrable experience as a project manager, preferably with expertise in Privileged Access Management (PAM); Extensive knowledge of PAM processes and best practices; Experience with successfully managing complex IT Security projects; Basic knowledge of PAM technologies such as CyberArk, AWS Secrets Manager and/or Azure Key Vault is a plus.",Unknown,Unknown
